descricao;ean
NEOSTIGMINA 0,5MG/ML 1ML CX 50AMP   NORMASTIG;7.89601E+12
CLOR DE PROPAFENONA 300MG C/30CP (12028);7.89955E+12
TRAYENTA DUO;7.89603E+12
METFORMINA 500MG C/30CPR;7.89611E+12
CUROSURF 240MG 1AMP 3ML (SURFACT PULMON) - T;7.89667E+12
FORMYN 850MG C/30 COMP/MULTILAB;7.89647E+12
GLIFAGE XR 500MG C/30 COMP-REFERENCIA;7.89172E+12
MITRUL 15MG C/5 CAPS-OUTROS;7.89295E+12
CLOR METFORMINA AP 500MG 30COMP-GENERICO;7.89172E+12
METFORMINA CDL 850MG C10;7.89815E+12
METFORMINA XR G. EMS 500 MG 30 CP;7.896E+12
METFORMINA XR G. MER 500 MG 30 CP;7.89172E+12
PROLOPA HBS 100/25MG C/30;7.89623E+12
COMTAN 200MG CX 30 COMP REV;7.89626E+12
JANUMET 50/850MG CX 28 COMP;7.89734E+12
GLIFAGE XR 500MG CX 30 COMP;7.89172E+12
PROLOPA 200/50MG CX 30 COMP;7.89623E+12
NORMASTIG 0,5MG/ML INJ CX 50AMP X 1ML;7.89624E+12
AMBROXOL (CLORIDRATO) 15MG/5ML 100ML FR;7.89817E+12
VERAPAMIL (CLORIDRATO) 80MG CP;7.89955E+12
AMBROXOL (CLORIDRATO) 15MG/5ML INFANTIL FR;7.89817E+12
PROLOPA 200/50MG 30CPR;7.89623E+12
SITAGLIPTINA + METFORMINA 50/500 MG;7.89734E+12
LEVETIRACETAM 750 MG;5.41379E+12
AGOMELATINA 25 MG;7.89803E+12
SITAGLIPTINA + METFORMINA 50/500MG;7.89734E+12
HEXOMEDINE SPR 50ML P.M.C. 50.59;7.89106E+12
CLORIDRATO VERAPAMIL COMPRIMIDO 80MG EMS;7.89955E+12
TROPICAMIDA 1% 5ML COLIRIO LATINOFARMA;7.89618E+12
METFORMINA 850MG GEOLAB;7.89815E+12
VENLAFAXINA 75MG BIOSINTETICA;7.89618E+12
CLORIDRATO DE METFORMINA 850MG COM BL AL PLAS INC GENERICO PRATI, DONADUZZI.;7.89815E+12
METFORMINA 750MG ACAO PROLONGADA GLIFAGE XR MERCK;7.89172E+12
DIMESILATO DE LISDEXANFETAMINA 70 MG (A3) VENVASE SHIRE;7.89892E+12
PROLOPA 100/25 HBS;1.0001E+12
PROLOPA 250/50 MG;1.00005E+12
METFORMINA 500 MGLT : BR93940 VL: 31-12-2019;7.89172E+12
PROLOPA 200+50 MG CPR C/30;7.89623E+12
NITROFURANTOINA 100MG - COMPRIMIDO;7.89611E+12
LEVODOPA + BENZERAZIDA 100 MG + 25MG - COMPRIMIDO;7.89623E+12
VERAPAMIL 2,5MG/ML - SOLUCAO INJETAVEL - AMPOLA COM 2ML - COM LAUDO QUALIDADE E 80% DA VALIDADE A CUMPRIR.;7.89624E+12
PROLOPA HBS 100/25MG CA;7.89623E+12
VERAPAMIL CLORIDRATO 2,5MG/ML - 2ML - COM LAUDO DE QUALIDADE E VALIDADE COM 80% A CUMPRIR.;7.89624E+12
VERAPAMIL, CLORIDRATO DE 80MG - COM LAUDO DE QUALIDADE E VALIDADE COM 80 % A CUMPRIR.;7.89955E+12
VERAPAMIL, CLORIDRATO DE 120MG - COM LAUDO DE QUALIDADE E VALIDADE COM 80 % A CUMPRIR.;7.89618E+12
NEOSTIGMINA 0,5MG/ML AMP;7.89624E+12
LEVODOPA + BENSERAZIDA 100MG + 25MG;7.89623E+12
METFORMINA 500MG COMP;7.89815E+12
CLORIDRATO DE METFORMINA 1000MG + GLIMEPIRIDA 2MG CX C/ 30CP;7.89666E+12
NITROFURANTOINA 100MG CP (ITEM: );7.89611E+12
ROPIVACAINA  7,5MG/ML 20ML TEUTO;7.89611E+12
METFORMINA  500MG TEUTO;7.89611E+12
NEOSTIGMINA  0,5MG/ML 1ML EV/IM/SC  UNIAO QUIMICA;7.89624E+12
VERAPAMIL 80MG COMPRIMIDO;7.89955E+12
AMBROXOL (CLORIDRATO) 15MG/5ML 100ML;7.89817E+12
NORMASTIG 0,5MG/ML 1ML;7.89624E+12
CICLOMIDRIN 1% SOL OFT FR 5ML;7.89618E+12
NEOSTIGMINA 0,5MG/ML 1ML AP;7.89624E+12
VERAPAMIL 80MG COMP;7.89955E+12
NITROFURANTOINA 100 MG;7.89611E+12
METFORMINA 500MG - COMPRIMIDO;7.89815E+12
PROLOPA BD 125MG CX 30 COMP,;7.89623E+12
PROLOPA HBS 125MG C/30CAP,;7.89623E+12
METFORMINA 500 MG 60 CP G MER;7.89172E+12
JANUMET XR 50MG+1000MG CX 60 COMP;7.89734E+12
GLIFAGE XR 500 MG C/30COMP;7.89172E+12
EKSON 200+50MG CX 30 COMP;7.89666E+12
GALVUS MET 50/850MG CX 56 CAP REV;7.89626E+12
GLIFAGE XR 500 MG - (15) SPL BRA;7.89172E+12
FLUIR 12MCG CAPS C60;7.89114E+12
ADDERA D3 7000UI CAPS MOLES C4;7.89732E+12
PROLOPA 20050MG COMPR C30;7.89623E+12
FLODIN DUO 150MG C10 COMPR;7.89295E+12
GLIFAGE XR 500MG COMPR C30;7.89172E+12
CLOR VERAPAMIL 120MG COMPR C20 BIOSINTETICA;7.89618E+12
VERAPAMIL-80MG CX 80 BL X 10 COMP GEN;7.89815E+12
PROLOPA HBS 100+25 MG CAPS C/30;7.89623E+12
NEOSTIGMINA 0,5MG/ML 1ML NORMASTIG UNIAO QUIMICA;7.89601E+12
VERAPAMIL 80MG GENERICO PRATI, DONADUZZI;7.89955E+12
MYDRIACYL 5ML - 000040916;7.89655E+12
METFORMINA 850MG GENERICO PRATI, DONADUZZI.;7.89815E+12
METFORMINA 500MG GENERICO PRATI, DONADUZZI.;7.89815E+12
METFORMINA 500 MG GENERICO PRATI, DONADUZZI;7.89815E+12
METFORMINA 850 MG GENERICO PRATI, DONADUZZI.;7.89815E+12
METFORMINA 500  MG GENERICO PRATI, DONADUZZI.;7.89815E+12
PROLOPA HBS 100/25MG 30 CAP (C1)-REFERENCIA;7.89623E+12
TORSILAX 12 CP PARACETAMOL+ASSOC NEO.;7.89671E+12
METILSULFATO NEOSTIGMINA 05MGML 1ML SOLINJ C5 -;7.89624E+12
NITROFURANTOINA 100MG CX 28 CAPS GEN;7.89611E+12
PROLOPA HBS 100/25MG CX 30 CAPS;7.89623E+12
PROLOPA BD 100/25MG CX 30 COMP;7.89623E+12
KEPPRA 250MG CX 60 COMP REV;5.41379E+12
JANUMET 50/850MG CX 56 COMP;7.89734E+12
DAFORIN 20MG CX 20 COMP REV;7.89492E+12
JANUMET 50 +1000 C/56 CP;7.89734E+12
AMBROXOL 3MG/ML XPE FR 120 ML;7.89647E+12
AMBROXOL 3 MG/ML XPE 120ML;7.89647E+12
AMBROXOL 3 MG/ML XPE 120 ML;7.89647E+12
AMBROXOL 3MG/ML XPE FR 120ML;7.89647E+12
METFORMINA 500MG XR;7.89815E+12
METFORMINA 850MG COMPRIMIDO PRATI, DONADUZZI;7.89815E+12
VERAPAMIL 80MG PRATI, DONADUZZI;7.89614E+12
AMBROXOL 30MG/5ML ADULTO 120ML XAROPE BRONQTRAT  NATULAB;7.89947E+12
VIMPAT 100MG 28CPR P.M.C. 243.63;5.41379E+12
VENVANSE 50MG C/28;7.89892E+12
JANUMET XR 100/1000MG C/30;7.89734E+12
DAFLON 500MG;1.00008E+12
LEVODOPA BENZERAZIDA 200/50MGLT : RJ1387 VL: 30-11-2019;7.89623E+12
VENVANSE 30MG C\28     A3;7.89892E+12
ROPIVACAINA , CLORIDRATO 10MG/ML SOLUCAO INJETAVEL AMPOLA 20ML;7.89611E+12
METFORMINA 500MG LIBERACAO CONTROLADA;7.89172E+12
METFORMINA (CLORIDRATO) 500MG CX C/ 30CP;7.89172E+12
METFORMINA  500MG PRATI, DONADUZZI;7.89815E+12
METFORMINA  500MG ( CLORIDRATO) CP;7.89815E+12
VENVANSE 30 MG CAPS C/28 (A3);7.89892E+12
VERAPAMIL 80 MG (GENERICO) C/800 - PRATI;7.89955E+12
VERAPAMIL, CLORIDRATO 80MG - COMPRIMIDO;7.89955E+12
ETOXIN XPE 50MG/ML FR C/120 ML;7.89664E+12
METFORMINA 750MG XR C/30 CPR;7.89955E+12
GLIFAGE XR ACAO PROLONGADA 500MG COMPR;7.89172E+12
BUSCOPAN 10 MG DRG C/20;7.89603E+12
GLIFAGE XR 500MG C/30;7.89172E+12
NORMASTIG-0,5MG/ML INJ CX 50 AMP 1ML SC/EV/IM;7.89624E+12
NITROFURANT 100MG CAPS C 28 TEU;7.89611E+12
METFORMINA 500 MG GENERICO PRATI, DONADUZZI.;7.89815E+12
IBUPROFENO 50MG/ML SUSP ORAL FR 30ML/TEUTO;7.89642E+12
VERAPAMIL 80MG(VERAPAMIL 80MG);7.89955E+12
AMBROXOL G. TEU 30 MG/5ML XPE AD 120 ML;7.89611E+12
ETOXIN 50MG XPE FR 120ML;7.89664E+12
EXELON SOL ORAL FR 120 ML + 1 SER DOS;7.89626E+12
RASILEZ 300MG CX 28 COMP REV;7.89626E+12
CARVEDILOL 3,125MG CX 15 COMP GEN;7.8953E+12
JANUMET XR 50/1000MG CX 60 COMP;7.89734E+12
KEPPRA 100MG/ML SOL ORAL 150ML + SERINGA 3ML;5.41379E+12
XIGDUO XR 5+1000MG CX 60 COMP REV;5.00046E+12
VILDAGLIPTINA+METFORMINA 50+850 MG C/56;7.89626E+12
GLIFAGE XR 1G C/30 CP;7.89172E+12
SITAGLIPTINA + METFORMINA 50/850 MG;7.89734E+12
AMBROXOL 3MG/ML XPE 120 ML;7.89647E+12
KEPPRA 750MG C/30 CPR;5.41379E+12
GLIFAGE 850MG C/30 CPR;7.89172E+12
GLIFAGE XR 500MG C/30 CPR;7.89172E+12
VERAPAMIL COMPRIMIDO 80MG PRATI, DONADUZZI;7.89955E+12
LEVODOPA + BENSERAZIDA 100MG + 25MG HBS PROLOPA HBS ROCHE;7.89623E+12
AMBROXOL 30MG/5ML ADULTO 100ML XAROPE NATULAB;7.89947E+12
METFORMINA 500 MGLT : BR97734 VL: 31-03-2020;7.89172E+12
KEPPRA 250MG CPR 1X30;5.41379E+12
GLIFAGE XR 500 MG. C/30 COMP.;7.89172E+12
NITROFURANTOINA 100MG COMPRIMIDO EMBALADO EM BLISTER;7.89611E+12
NITROFURANTOINA 100MG;7.89611E+12
VILDAGLIPTINA + METFORMINA (CLORIDRATO) 50MG + 850MG;7.89626E+12
NORMASTIG 0,5MG/ML 1ML AP;7.89624E+12
DEXCLORFENIRAMINA XRPE 120 ML;7.896E+12
VERAPAMIL 80MG CLORIDRATO PRATI, DONADUZZI;7.89955E+12
VERAPAMIL CLORIDRATO 80MG;7.89955E+12
VERAPAMIL 80MG;7.89955E+12
VERAPAMIL 80MG COMPRIMIDO PRATI, DONADUZZI;7.89955E+12
AMBROXOL 3MG/ML - XAROPE INFANTIL - FRASCO 100 ML;7.89813E+12
CLOR DE METFORMINA 850MG CX 30 COMP (FP);7.89611E+12
CLOR METFORMINA 850MG C/30 COMP-MUG;7.89647E+12
CLOR DE AMBROXOL 6MG XPE ADU 120MLTEUTO;7.89611E+12
PROLOPA 250MG 30CPR;7.89623E+12
PROLOPA BD 100MG+25MG 60CPR;7.89623E+12
PROLOPA BD 100MG/25MG CPR;7.89623E+12
VENVANSE 70MG CX 28 CAP GEL DURA;7.89892E+12
FINASTERIDA 5MG CX 30 COMP;7.89132E+12
VENVANSE 30MG CX 28 CAP GEL DURA;7.89892E+12
MYDRIACIL 0 1  COL 5ML;7.89655E+12
BRONQTRAT-30MG/5ML AD FRAS 120ML CX 50 FRAS;7.89813E+12
CLORIDRATO METFORMINA 500MG GENERICO PRATI, DONADUZZI;7.89815E+12
METFORMINA G. TEU 850 MG 60 CP;7.89611E+12
JANUMET 50+1000MG -STAGLIPTINA+METFORMINA;7.89734E+12
METILSULFATO NEOSTIGMINA 05MGML 1ML SOLINJ -;7.89624E+12
NITROFURANTOINA 100MG -;7.89611E+12
NEOSTIGMINA 05MGML 1ML SOLINJ -;7.89624E+12
CLORIDRATO DE VERAPAMIL 80MG CX 80 BL X 10 COMP GE;7.89955E+12
FORADIL 12MCG CX 30 CAPS;7.89626E+12
CLORIDRATO DE VERAPAMIL 80MG CX 30 COMP REV GEN;7.8953E+12
CLORIDRATO DE METFORMINA 850MG CX 20 BL X 10 COMP;7.89815E+12
CLORIDRATO DE METFORMINA 500MG CX 30 COMP REV GEN;7.89647E+12
CLORIDRATO DE METFORMINA 500MG CX 30 COMP GEN;7.89611E+12
CLORIDRATO DE METFORMINA 850MG CX 30 COMP REV GEN;7.89815E+12
KEPPRA 750MG CX 30 COMP REV;5.41379E+12
TRAYENTA DUO 2,5+850MG CX 60 COMP REV;7.89603E+12
FOSF.SITAGLIPTINA+CLOR.METFO 50/100 C/56;7.89734E+12
LINAGLIPTINA 5MG- TRAYENTA;7.8953E+12
LINAGLIPTINA 2,5MG +CLOR. METFORMINA 850MG- TRAYENTA DUO;7.8953E+12
AMOXICILINA 250MG 5ML PO SUS FR 150ML CM P.M.C. 15.99;7.89652E+12
METFORMINA 500 MG ACAO PROLONGADA GLIFAGE XR MERCK;7.89172E+12
LEVODOPA + BENSERAZIDA 100 / 25 MG PROLOPA ROCHE;7.89623E+12
METFORMINA FOSFATO DE SITAGLIPTINA / CLOR. DE MERFORMINA 50/1000MG JANUMET MERCK SHARP E DOHME;7.89734E+12
LEVODOPA + BENSERAZIDA 200 / 50 MG PROLOPA ROCHE;7.89623E+12
LEVODOPA + BENSERAZIDA 100 / 25 MG HBS PROLOPA ROCHE;7.89623E+12
DAPAGLIFLOZINA + CLORIDRATO DE METFORMINA 10MG/1000MG XIGDUO XR ASTRAZENECA;5.00046E+12
LEVETIRACETAM 250 MG KEPPRA;5.41379E+12
VERAPAMIL 80 MG GENERICO PRATI, DONADUZZI.;7.89955E+12
CLOR METFORMINA 850MG 30CPR MEDLEY P.M.C. 16.69;7.89642E+12
LEVODOPA BENZERAZIDA 100/25MGLT : RJ0525 VL: 30-06-2019;7.89623E+12
METFORMINA 500 MGLT : BR98578 VL: 31-05-2020;7.89172E+12
GLIFAGE XR 750MG;7.89172E+12
FUMAR DE FORMOTEROL+BUDESONIDA 6/200MCG 60CP;7.89618E+12
CLOR DE VENLAFAXINA 75MG CX/28CP (C1);7.89618E+12
SURFACTANTE PULMONAR/CUROSURF 240MG/3ML (2 A 8*C);7.89667E+12
ALFAPORACTANTO 80MG/ML FR 1,5ML;7.89667E+12
FORMOTEROL 12MCG CAP PO INA FR C/30;7.89618E+12
ALFAPORACTANTO/CUROSURF 80MG/ML/3ML (2 A 8*C);7.89667E+12
*FORMOTEROL+BUDESONIDA 6+200 MCG/ SYMBICORT AEROSSOL 120 DOSES CX/1 UNIDADE;7.89621E+12
METILSULFATO DE NEOSTIGMINA 0,5 MG/ML SOL INJ AMP 1ML SC/EV/IM/AD/PED NORMASTIG UNIAO QUIMICA;7.89601E+12
CUROSURF 120MG 1AMP 1,5ML (SURFACT PULMON) -T;7.89667E+12
LINAGLIPTINA 2,5MG METFORMINA 1000MG COMPRIMIDO REVESTIDOLT : A94711 VL: 31-05-2019;7.89603E+12
*FORMOTEROL + BUDESONIDA 6+200 MCG/SYMBICORT TURBUHALER FRASCO C/ 60 DOSES PO INALANTE;7.89621E+12
ETOSSUXIMIDA 50MG/ML XPE FR 120ML;7.89664E+12
LEVODOPA 200MG BENSERAZIDA, CLORIDRATO 50MG COMPRIMIDOLT : RJ1387 VL: 30-11-2019;7.89623E+12
LEVODOPACLORIDR.BENZERAZIDA(20050MG;7.89623E+12
LEVEDOPA BENZERAZIDA BD 100MG25MGLT : RJ0563 VL: 31-03-2021;7.89623E+12
LEVODOPA 100 MG BENZERAZIDA 25 MG (HBS;7.89623E+12
LEVODOPA BENSERAZIDA 10025MG COMPRIMIDO DISPERSIVEL;7.89623E+12
LEVODOPA 200MG BENZERAZIDA 50MG COMPRIMIDO CONVECIONAL;7.89623E+12
*DAPAGLIFOZINA 10 MG + METFORMINA DE CLOR 1000 MG/ XIGDUO XR CX 30 UNID;5.00046E+12
LEVETIRACETAM 750 MG CX 30 COMP REV (C1);5.41379E+12
NEOSTIGMINA 0,5MG/ML;7.89601E+12
AGOMELATINA 25MG CX/28 CP (C1);7.89803E+12
LEVETIRACETAM 250 MG COM REV CT BL AL PVC TRANS X 60;5.41379E+12
PROLOPA HBS 125MG 30CAP;7.89623E+12
ENTACAPONA 200 MG/COMTAN 200MG CX 30COMP (C1);7.89626E+12
PROLOPA BD 125MG 30CPR;7.89623E+12
TRAYENTA DUO 2,5/1000MG 60CPR;7.89603E+12
JANUMET 50/850MG 56CPR;7.89734E+12
EXELON PATCH 5 (4,6MG/24H) 30ADES(C1);7.89626E+12
PROLOPA 125MG 30CPR DISP;7.89623E+12
**ALFAPORACTANTO /CUROSURF 80MG/ML/3ML (2 A 8*C);7.89667E+12
*FORMOTEROL+BUDESONIDA 6+200 MCG/ SYMBICORT SPRAY SUSP AEROSSOL 120 DOSES CX/1 UNIDADE;7.89621E+12
CLORIDRATO DE METFORMINA 500MG COMP;7.89E+12
CLORIDRATO DE METFORMINA 500MG C/30 COMP/MULTILAB;7.89647E+12
CLORIDRATO DE VERAPAMIL 80MG/PRATI-DONADUZZI;7.89E+12
PROLOPA DIS 100/25MCG C/30 CAPS-REFERENCIA;7.89623E+12
PROLOPA HBS 100/25MG C/30 CAPS-REFERENCIA;7.89623E+12
NITROFURANTOINA G. TEU 100 MG 28 CA (*);7.89611E+12
METFORMINA G. TEU 500 MG 60 CP;7.89611E+12
METFORMINA G. MER 500 MG 60 CP;7.89172E+12
PROLOPA BD 125MG C/60 COMP;7.89623E+12
AMBROXOL XAROPE PEDIATRICO 3ML/ML FRASCO C/ 100ML;7.89813E+12
NEOSTIGMINE 0,5MG/1ML AMP.;7.89624E+12
AMBROXOL (CLORIDRATO) 30MG/5ML 100ML;7.89817E+12
NORMASTIG 0,5MG/ML INJ CX 50AMP X 1ML (METILSULFATO DE NEOSTIGMINA) - UQ QUIMICA;7.89624E+12
AMBROXOL (CLORIDRATO) 30MG/5ML ADULTO FR 100ML;7.89892E+12
METFORMINA 500MG GENERICO PRATI, DONADUZZI;7.89815E+12
CLOR. DE VERAPAMIL 120MG COMP/BIOSINTETICA;7.89618E+12
VERAPAMIL 80MG   (VERAPAMIL 80MG);7.89614E+12
VERAPAMIL 80MG  (VERAPAMIL 80MG);7.89614E+12
AMBROXOL, SAL CLORIDRATO, 3MG/ML, XAROPE INFANTIL  120ML - FARMACE;7.89817E+12
CLORIDRATO DE METFORMINA 850MG CX 30 COMP GEN;7.89611E+12
FLUIR 12MCG CX 30 CAPS + INAL;7.89114E+12
VENVANSE 30MG CX 28 CAPS;7.89892E+12
EXELON PATCH 10 18/10CM (9,5MG/24H) CX 30 ADESIVOS;7.89626E+12
LEVETIRACETAM 750MG;5.41379E+12
KEPPRA 100MG/ML 150 ML;5.41379E+12
NITROFURANTOINA 100 MG GENERICO TEUTO;7.89611E+12
LEVETIRACETAM 250 MG (C1) KEPPRA;5.41379E+12
ALISQUIRENO 150MG RASILEZ NOVARTIS;7.89626E+12
MYDRIACIL 0 1  5ML COL P.M.C. 16.00;7.89655E+12
IBUPROFENO 50MG C 30ML P.M.C. 14.51;7.89642E+12
GLIFAGE 850MG C30CPR;7.89172E+12
NEOSTIGMINA 0,5MG/ML 1ML;7.89624E+12
AMBROXOL (CLORIDRATO) 15MG/5ML INFANTIL FR (ITEM: );7.89817E+12
NEOSTIGMINA 0,5MG/MLAMP;7.89624E+12
NEVANAC UNO 3ML;7.89655E+12
PROLOPA HBS 125MG 30CP;7.89623E+12
NEOSTIGMINA  0,5MG/ML 1ML EV/IM/SC UNIAO QUIMICA;7.89624E+12
METILSULFATO DE NEOSTIGMINA 0,5MG/ML 1ML EV/IM/SC (NORMASTIG) UNIAO QUIMICA;7.89624E+12
CLORIDRATO DE METFORMINA 500MG PRATI DONADUZZI PRATI  DONADUZZI;7.89815E+12
VERAPAMIL 80MG PRATI DONADUZZI;7.89955E+12
XIGDUO XR 10MG/1000MG C/30 COMP-REFERENCIA;5.00046E+12
PROLOPA BD 10025 MG CPR C/30;7.89623E+12
KEPPRA 100 MG/ML 150 ML;5.41379E+12
METFORMINA 850MG, CLORIDRATO (MERCK) (ITEM GENERICO);7.89172E+12
NITROFURANTOINA CAPSULA 100MG;7.89611E+12
ENTRESTO 24 + 26MG C/ 28 COMP;7.89626E+12
KEPPRA 250 MG C/ 60 COMP REV;5.41379E+12
CLORIDRATO DE METFORMINA 850 MG C/ 30 CP;7.89815E+12
KEPPRA 750MG 30CPR;5.41379E+12
VERAPAMIL CPR 80MG C/30 GENER;7.896E+12
VERAPAMIL 80MG GENERICO VERAVAL SANVAL;7.89614E+12
VERAPAMIL 120MG CLORIDRATO/BIOSINTETICA;7.89618E+12
FLUOXETINA 10 MG COMP C1/GERMED/C1;7.896E+12
METFORMINA 1G COMP/MERCK;7.89172E+12
PROLOPA 250MG C/30 COMP/ROCHE;7.89623E+12
CLORIDRATO METFORMINA 850MG C200 -;7.89815E+12
MERITOR 2/1000MG CX 30 COMP REV;7.89666E+12
CLORIDRATO DE METFORMINA XR 500MG CX 30 COMP GEN;7.89172E+12
CLORIDRATO DE VERAPAMIL 80MG CX 80 BL X 10 COMP GEN;7.89955E+12
VENVANSE 50MG CX 28 CAPS;7.89892E+12
METFORMINA 850MG GENERICO TEUTO;7.89611E+12
CARBIDOPA + LEVODOPA 25+100MG PROLOPA ROCHE;7.89623E+12
VERAPAMIL 80MG GENERICO PRATI, DONADUZZI.;7.89955E+12
JANUMET XR 50/1000MG 60CPR;7.89734E+12
GLIFAGE XR 500MG 30CPR;7.89172E+12
EXELON PATCH 15 (13,3MG/24H) 30ADES(C1);7.89626E+12
VERAPAMIL (CLORIDRATO)  80MG;7.89955E+12
CEFOTAXIMA SODICA 1GR 10ML IV IM CX C 50 AMP (G);7.89836E+12
AMBROXOL XAROPE 15 MG/ 5ML FRASCO 100 ML;7.89813E+12
TROPICAMIDA 1% 5ML FR 5ML;7.89618E+12
PROLOPA BD 100/25MG 30CPR;7.89623E+12
XIGDUO XR 5/100MG C/60 COMP;5.00046E+12
PROLOPA 200/50MG FR 30 COMP;7.89623E+12
FORMOTEROL FUMARATO 12MCG (PO INALANTE) FLUIR MANTECORP;7.89114E+12
METFORMINA G. TEU 850 MG 30 CP;7.89611E+12
STARFOR C 10 CP EFERV ASP ARG+AC ASC NAT.;7.89813E+12
MERITOR 4/1000MG CX 30 COMP;7.89666E+12
DAFORIN 20MG CX 30 COMP REV;7.89492E+12
ENTRESTO 49MG/51MG CX 60 COMP REV;7.89626E+12
EXELON 3MG CX 28 CAPS;7.89626E+12
QUEIMALIVE POM 30GR;7.89816E+12
VERAPAMIL 80MG GENERICO SANVAL;7.89614E+12
GLIMEPIRIDA + METFORMINA 4/1000MG MERITOR ACHE;7.89666E+12
ALISQUIRENO 150MG;7.89626E+12
NEOSTIGMINA 0,5MG/ML AMP - UNIAO QUIM;7.89624E+12
NEOSTIGMINA 0,5MG/MLAMP - UNIAO QUIM;7.89624E+12
VILDAGLIPTINA 50MG + METFORMINA 850MG;7.89626E+12
ROPIVACAINA , CLORIDRATO 10MG/ML SOLUCAO INJETAVEL AMPOLA 20ML - TEUTO;7.89611E+12
PROLOPA BD 100/25MG CP;7.89623E+12
CLORIDRATO METFORMINA 500MG C400 -;7.89815E+12
KEPPRA 100MG/ML SOL ORAL 150ML;5.41379E+12
DELTAPIL 0,2MG/ML LOCAO FR 100;7.89792E+12
EXELON PATCH 15 27/15CM (13,3M;7.89626E+12
CLORIDRATO DE PROPAFENONA 300MG CX 30 CO;7.89132E+12
PROLOPA 100/25 MG;1.0001E+12
SINVASTATINA 80MG CX C/30;1.00008E+12
TROPICAMIDA  1% 5ML (MYDRIACYL)  ALCON;7.89655E+12
VERAPAMIL 80MG PRATI DONADUZZI PRATI  DONADUZZI;7.89955E+12
CLORIDRATO DE METFORMINA 500MG TEUTO;7.89611E+12
AMBROXOL CLOR.15MG/5ML (3MG/ML) 100ML FR;7.89817E+12
ROPIVACAINA, CLORIDRATO 10MG/ML SOL. INJ. 20ML.;7.89611E+12
KEPPRA 250MG 30CPR;5.41379E+12
METFORMINA 500MG COMP GENERICO PRATI, DONADUZZI;7.89815E+12
METFORMINA 500MG COM GENERICO PRATI, DONADUZZI;7.89815E+12
VERAPAMIL 80MG COMP SANVAL;7.89614E+12
VERAPAMIL 120MG CPR;7.8976E+12
VENVANSE 30MG C/28CAPS;7.89892E+12
AMBROXOL, CLORIDRATO 3MG/ML, XAROPE - CAIXA COM 50 FRASCO CONTENDO VOLUME MINIMO DE 100ML OU MAXIMO 120ML + COPO MEDIDOR;7.89817E+12
PROLOPA 100+25 MG DISPERS. CPR C/30;7.89623E+12
VENVANSE 30MG 28 CAP GEL A3;7.89892E+12
PROLOPA 250MG C/30 CPR;7.89623E+12
VENVANSE 50MG C/28 CAPS;7.89892E+12
JANUMET 50/1000MG C/56 CPR;7.89734E+12
METFORMINA XR 500MG C/30 CPR;7.89955E+12
VERAPAMIL 120MG C/20 CPR;7.89618E+12
PROLOPA HBS 100/25 MG C/30 CPR;7.89623E+12
NIMEGON MET 50+1000MG C/56 CPR (PBM);7.89757E+12
NITROFURANTOINA 100MG C/28 CPR;7.89611E+12
JANUMET 50/850MG C/56 CPR;7.89734E+12
METFORMINA 850MG C/30 CPR;7.89642E+12
JANUMET 50/500MG C/56 CPR;7.89734E+12
METFORMINA 500MG C/30 CPR;7.89642E+12
EXELON PATCH 10 95 MG ADES C/30;7.89626E+12
PROLOPA BD 125MG C/60 CPR;7.89623E+12
PROLOPA BD 125MG C/30 CPR;7.89623E+12
FORMOCAPS 12MCG C/30 CAPS;7.89618E+12
VERAPAMIL 80MG VERAVAL SANVAL;7.89614E+12
CLOR DE PROPAFENONA 300MG C/30;7.89955E+12
VENVANSE 50MG 28CAP;7.89892E+12
ROPIVACAINA (CLORIDRATO) 10MG/ML 20ML AP;7.89611E+12
METFORMINA, CLORIDRATO DE 500MG - COM LAUDO DE QUALIDADE E VALIDADE COM 80 % A CUMPRIR.;7.89815E+12
BRONQTRAT 15MG/5ML 100ML INF FR;7.89813E+12
NEOSTIGMINA 0,5MG/ML 1ML - UNIAO QUIM;7.89624E+12
PROLOPA DISPERSIVEL 100/25MG CP;7.89623E+12
LEVODOPA + BENSERAZIDA (CLORIDRATO) 100/25MG CP;7.89623E+12
PROLOPA HBS 125MG 30CPR;7.89623E+12
CLOR PROPAFENONA 300MG 30CPR **;7.89955E+12
METILSULFATO DE NEOSTIGMINA 0,5MG/ML 1ML EV/IM/SC (NORMASTIG) UNIAO QUIMICA UNIAO QUIMICA GENOM;7.89624E+12
NITROFURANTOINA 100MG CP;7.89611E+12
ROPIVACAINA CLORIDRATO SOLUCAO INJETAVEL 1 % 20 ML;7.89611E+12
METFORMINA 850MG (GENERICO) C/200 CPS - PRATI;7.89815E+12
COMTAN 200MG 30CP C1;7.89626E+12
PROLOPA HBS 100/25MG 30CAP;7.89623E+12
GLIFAGE XR 500MG CX C/ 30CP;7.89172E+12
AMBROXOL G. TEU 15 MG/ML XPE INF 120 ML;7.89611E+12
OXSORALEN 10MG C/ 30 CAPS;7.89817E+12
JANUMET XR 50/1000 C/ 60 COMP;7.89734E+12
XIGDUO XR 5/1000MG C/ 60 COMP;5.00046E+12
FORMYN 500MG CX 30 COMP REV;7.89647E+12
DAFORIN 20MG CX 60 COMP REV;7.89492E+12
PROLOPA DISPERSIVEL 100/25MG CX 30 COMP;7.89623E+12
CLORIDRATO DE METFORMINA 500MG;7.89955E+12
ETOXIN 50MG/1ML 120ML C1;7.89664E+12
