description|ean
CODEINA + PARACETAMOL 30MG  [LISTA A2] GEOLAB|7899100000000
7898123906100 BROMOPRIDA 10MG CX COMPRIMIDO|7898120000000
BROMOPRIDA 4MG/ML 20ML GTS/TEUTO|7896110000000
PARACETAMOL + CAFEINA G. EMS 500/65 MG 20 CP|7896000000000
BROMOPRIDA 10MG C800 -|7898150000000
PARACETAMOL GOTAS 200MG ML 15ML|7897730000000
PARACETAMOL TEUTO GEN 750MG C/20 CPR|7896110000000
RESFRILIV 400+04+04MG ENV 50X05 GRS GEOLAB SIM MEL E LIMAO|7899100000000
PARACETAMOL 200MG/ML 15ML - FARMACE|7898170000000
PARACETAMOL 750MG - PRATIDONAD|7898150000000
BROMOPRIDA 4MG/ML SOL. ORAL - MARIOL|7898920000000
BROMOPRIDA 5MG ML 2ML CX C 50 AMP (G)|7898210000000
PACO 500MG+30MG CX C/12 COMP|7891320000000
BROMOPRIDA 10MG COMP/PRATI, DONADUZZI|7898150000000
PARACETAMOL, 500MG - PRATI|7898150000000
PARACETAMOL + COD G. EUR 500/30 MG 24 CP (A2)|7891320000000
TYLIDOL GTS 15 ML PARACETAMOL TEU.|7896110000000
PARACETAMOL + PSEUDOEFERINA G. GER 24 CP|7896000000000
PARACETAMOL + COD G. EUR 500/30 MG 36 CP (A2)|7891320000000
BROMOPRIDA G. TEU 4 MG/ML GTS 20 ML|7896110000000
BROMOPRIDA G. TEU 10 MG 20 CP|7896110000000
BROMOPRIDA 4MGML SOL ORAL 20ML C1 -|7898920000000
PARACETAMOL + FOF DE CODE 500MG+30MG 12COMP|7891320000000
PARACETAMOL 200MG/ML SOL GTS 15ML|7896110000000
PARACETAMOL 750MG GENERICO PRATI, DONADUZZI.|7898150000000
BROMOPRIDA 4MG/ML SOLUCAO ORAL GOTAS FRASCO 20ML - MARIOL|7898920000000
BROMOPRIDA 4MG/ML - GOTAS - FRASCO COM 20ML - COM LAUDO QUALIDADE E 80% DA VALIDADE A CUMPRIR.|7898920000000
PARACETAMOL + CODEINA (FOSFATO) 500MG + 30MG CP (ITEM: )|7899100000000
BROMOPRIDA 10MG 2ML IV IM CX 50 GENERICO WASSER FARMA|7898270000000
PARACETAMOL 200MG/ML 15ML|7898170000000
BROMOPRIDA 4 MG/ML 20ML (GENERICO) - MARIOL|7898920000000
PARACETAMOL + CODEINA 500MG C/12 COMP A2/EUROFARMA GENERICO/A2|7891320000000
BROMOPRIDA 4MG/ML SOL OR X 20ML/PRATIDONADUZZI|7896000000000
BROMOPRIDA CLORIDRATO 5MG/ML -  2ML - WASSER|7898270000000
ESPIRONOLACTONA 100MG C500 -|7898120000000
TYLEX 7,5MG 12CP *|7896210000000
DIGESTIL 10 MG 20 CPR SIM (-) TEUTO|7896110000000
BROMOPRIDA 4MG/ML 20ML GENERICO PRATI, DONADUZZI|7898150000000
BROMOPRIDA CLORIDRATO 5 MG/ML - INJETAVEL - WASSER FAR|7898270000000
PARACETAMOL 750MG GENERICO BIOSINT.TICA|7896180000000
BROMOPRIDA 5MGML 2ML -|7898270000000
PARACETAMOL 500MG -|7898120000000
BROMOGEX 10MG/2ML INJ CX 50 AM|7898270000000
BROMOPRIDA 10MG/2ML INJ CX 50|7898270000000
BROMOPRIDA 4 MG/ML GOTAS FRS 20 ML|7898920000000
PARACETAMOL 750 MG|7898150000000
BROMOPRIDA 5 MG/ML INJETAVEL - AMPOLA 2ML - ITEM 12 FABRICANTE: HIPOLABOR|7898120000000
PARACETAMOL + COD G. EUR 500/30 MG 12 CP (A2)|7891320000000
PARACETAMOL G. TEU 750 MG 20X10 CP|7896110000000
BROMOPRIDA 4MG/ML GTS 20ML S/C GEN|7898150000000
GRIPEOL 100ML|7898160000000
GRIPEOL GTS 20ML|7898160000000
PARACETAMOL + CODEINA (FOSFATO) 500MG + 30MG - GEOLAB|7899100000000
BROMOPRIDA 4MG ML GTS 20 ML 200 FR GEN CX C\ 200 FR BROMOPRIDA PRATI|7898150000000
BROMOPRIDA 5MG/ML 2ML (10MG) (EMB HOSP) WASSER|7898270000000
BROMOPRIDA 10MG PRATI DONADUZZI PRATI  DONADUZZI|7898150000000
BROMOPRIDA 10MG COMP GENERICO  PRATTIDONADUZI|7898150000000
BROMOPRIDA 5MG/ML SOL. INJ.  2ML.|7898270000000
BROMOPRIDA 10MGML  SOL INJ -|7898270000000
BROMOPRIDA 4MG/ML GOTAS (FRASCO)|7898920000000
PARACETAMOL 200MG/ML 15ML GENERICO SOBRAL|7897730000000
BROMOPRIDA 4MG/ML FR 20ML/GERMED|7896000000000
TYLENOL BEBE GTS 15ML-REFERENCIA|7896210000000
BROMOPRIDA G. PLB 4 MG/ML 20 ML|7898920000000
DORSANOL 200MG/ML GTS 15ML|7896470000000
PARACETAMOL 500MG CX 50 BL X 10 COMP GEN.|7898120000000
BROMOPRIDA 5MG AMPOLA  2 ML NOVAFARMA|7898210000000
BROMOPRIDA 4MG/ML 10ML PRATI, DONADUZZI|7898150000000
BROMOPRIDA 5MG/ML WASSER FARMA|7896420000000
PARACETAMOL 200MG/ML SOBRAL|7897730000000
DOGMATIL GTS PEDIAT|7897600000000
PARACETAMOL 200MG/ML SOLUCAO ORAL 15ML - FARMACE|7898170000000
PARACETAMOL 500MG 500 COMP CX C  500 COMP PARACETAMOL PRATI|7898150000000
BROMOPRIDA 10MG 2ML IM IV GENERICO WASSER FARMA|7898270000000
PARACETAMOL 200MG/ML SOL. ORAL - 15ML. MARCA OFERTADA: REGISTRO N:|7898170000000
*PACO 500+30MG 12CPR|7891320000000
BROMOPRIDA 4MG/ML (PRATI DONADUZZI)  (ITEM GENERICO)|7898150000000
BROMOPRIDA 10MG (PRATI DONADUZZI)  (ITEM GENERICO)|7898150000000
PARACETAMOL 200MG/ML 15ML (HIPOLABOR)  (ITEM GENERICO)|7898470000000
PARACETAMOL 750MG CP - GENERICO PRATI-DONADUZZI|7898150000000
BROMOPRIDA 10MG CP - GENERICO PRATI-DONADUZZI|7898150000000
PARACETAMOL 500MG,FOSFATO DE CODEINA 30M (ITEM GENERICO)|7899100000000
PARACETAMOL (G) FR 200MG/ML (200) 15ML HIPOLABOR|7898120000000
BROMOPRIDA (G) CP 10MG (800) PRATI, DONADUZZI|7898150000000
PARACETAMOL 500MG (HIPOLABOR)  (ITEM GENERICO)|7898120000000
BROMOPRIDA 5MG/ML SOL INJ CX 50 AMP VD AMB X 2ML - UNIAO QUIMICA GENERICO|7896010000000
PARACETAMOL 500MG,FOSFATO DE CODEINA 7,5 (UNIAO QUIMICA)|7896010000000
BROMOPRIDA 5MG/ML SOL INJ IM IV CX 50 AMP VD AMB X 2ML - NOVAFARMA - GENERICO|7898210000000
- PARACETAMOL 750MG 40X12 CPS-VP / GEN PARACETAMOL|7898150000000
PARACET + CODEINA 500/30 MG C/96 (A2) PARACETAMOL + FOSFATO DE CODEINA (A2)|7899100000000
CODEINA 30MG+PARACETAMOL 500MG GENERICO|7898150000000
PARACETAMOL GOTAS 200MG/ML 15ML  NATULAB|7898130000000
BROMOPRIDA 10MG COMPRIMIDO G  PRATI DONADUZZI|7898150000000
BROMOPRIDA 4MG/ML GOTAS 20ML GENERICO|7898920000000
BROMOPRIDA 5MG/ML 2ML 50 AMP IV/IM GEN WASSER FARMA|7898270000000
PARACETAMOL 500MG COMPRIMIDO G  HIPOLABOR|7898120000000
PARACETAMOL+CODEINA 500/30MG COMPRIMIDO G A2***  GEOLAB|7899100000000
PARACET + CODEINA 500/30 MG (G) (A2) PARACETAMOL + FOSF DE CODEINA (A2)|7899100000000
BROMOPRIDA 4MG/ML SOL OR 20ML (GEN) CT C/ 96 FRX MARIOL FR|7898920000000
BROMOPRIDA 5MG/ML INJ 100AP 2ML HG HIPOL|7898120000000
BROMOPRIDA 10MG/2ML C/50 AMP. (GEN)|7898210000000
PARACETAMOL 200MG/ML X 15ML GN|7898120000000
BROMOPRIDA 10MG/2ML GN|7898270000000
PARACETAMOL CPR.500MG C/500 (GEN)|7898150000000
BROMOPRIDA 5MG/ML SOL. INJ. IM/IV CX C/50 AMP. 2 ML - NOVAFARMA|7898210000000
PARACETAMOL 500MG (GEN) CX C/ 500CP/HIPOLABOR|7898120000000
DIGESTINA INJ 5MG CX C/6 AMP 2ML|7896010000000
PARACETAMOL 15ML MEDLEY GEN P.M.C. 16.03|7896420000000
BROMOPRIDA 5MG/ML  X 2ML INJETAVEL|7898210000000
PARACETAMOL 500MG CP (ITEM: )|7898150000000
BROMOPRIDA SOLUCAO ORAL GOTAS 4MG/ML FRASCO 20ML|7898920000000
BROMOPRIDA 4MG/ML 20ML DIGEVITA 4MG/ML 20ML FR|7896710000000
PARACETAMOL 750MG GENERICO ZYDUS NIKKHO|7898910000000
PARACETAMOL, 500MG|7898120000000
RESFRILIV 400 MG 50 ENV MEL E LIMAO PARACETAMOL GEO.|7899100000000
ANAFRANIL SR75MG C/20COMPS LIB P|7896260000000
PARACETAMOL 500MG CX 50 BL X 1|7898150000000
DORSANOL 750MG CX 20 COMP|7896470000000
BROMOPRIDA 10MG/2ML INJ CX 50 AMP X 2ML IV/IM|7898270000000
TYLENOL 750MG 20CPR|7896210000000
BROMOPRIDA 20ML GERMED GEN P.M.C. 15.12|7896000000000
BROMOPRIDA 4MG/ML -FR C/20ML|7898920000000
BROMOPRIDA C/20|7898150000000
BROMOPRIDA GTS 20ML GERMED|7896000000000
BROMOPRIDA 4MG/ML FR 20ML GTS|7898920000000
G PARACETAMOL 500MG CX 20 COMP|7896110000000
BROMOPRIDA 10MG CX 20 COMP|7896110000000
BROMOPRIDA 10MG 20CP(G)PRT BLT|7898150000000
PARACETAMOL 750MG GENERICO PRATI, DONADUZZI|7898150000000
DICLOF. SODICO 75MG/ML AMP 3ML|7898170000000
DICLOF. SODICO 50MG 500CPR(G)|7899550000000
DICLOF. SODICO 75MG AMP 3ML (C/10)|8902340000000
DICLOF. SODICO 75MG AMP 3ML|7898170000000
DICLOF.POTASSIO 50 MG COMP (GEOLAB-GO)|7899100000000
DICLOF. DE POTASSIO 50MG APRES. CX/500 CPRS (GEOLAB-GO)|7899100000000
DICLOF.SODIO 75 MG CX/ 100 AMP 3 ML|7898170000000
DICLOF. DE POTASSIO 50MG CPRS (GEOLAB-GO)|7899100000000
DICLOF.SODIO 75 MG CX/ 100 AMP 3 ML (--)|7898170000000
DICLOFEN.SODICO(DICLOFARMA)75MG 100AMP 3ML-FARMACE|7898170000000
DICLOFENACO SODICO GEN 75MG/3ML CX C/100 AMP 3ML|7898120000000
DICLOF SODICO 50MG 20CPR *GENERICO*|7896710000000
TANDRIFLAN C/30CP(12999)|7896010000000
DICLOF. SOD. 50MG C/ 20CP PRATI|7899550000000
DIAMOX 250MG C/25CP(7280)|7896010000000
DICLOFENACO POTASSICO(NEOTAFLAN)50MG 20CP-NEO QUIMICA|7896710000000
DIAMOX|7896010000000
DICLOFENACO DE DIETILAMONIO GEL 60G|7896110000000
TANDRIFLAN 15CPR *S*|7896010000000
DFLAM TM (DICLOFENACO SÃ“DICO) 25 MG/ML SOL INJ CX 10 AMP VD INC X 3 ML|8902340000000
DICLOFENACO POTASSIO 50MG CX 500CPR   POLTAX|7899100000000
DICLOFENACO SODICO 50MG C/500COMP|7899550000000
VERAPAMIL 80MG 30CPR *GENERICO*|7896110000000
DICLOF POTASSIO 50MG 20CPR *GENERICO*|7896000000000
TANDRIFLAN 30CPR *S*|7896010000000
DICLOFENACO SODICO|7898210000000
DICLOFARMA 75MG/3ML C/100AMP|7898170000000
DICLOFENACO SODICO 75MG/3ML (NOVAFARMA)  (ITEM GENERICO)|7898210000000
ACETAZOLAMIDA 250MG/DIAMOX CX C/25 COMP|7896010000000
ALGINAC 1MG CPR 1X15-REFERENCIA|7891720000000
ALGINAC 1MG C/15 COMP-REFERENCIA|7891720000000
DICLOFENACO SODIO 75MG3ML SOL INJ 3ML C100 -|7898170000000
DICLOFENACO RESINATO 15MGML SUSP ORAL -|7896110000000
FLODIN DUO 150MG CX 10 COMP|7892950000000
POLTAX 50MG CX 20 COMP|7899100000000
SODIX 50MG CX 20 COMP|7899100000000
MAXILERG OFT SOL 0.1% 5ML|7896180000000
PANTOPRAZOL  40MG|7898910000000
CATAFLEXYM GEL TOPICO 60GR|7898160000000
DICLOFENACO POTASSICO 25MG/ML SOL INJ X 3ML .HYPOFARMA|7896110000000
DICLOFENACO SODIO 25MG SOL INJ X3ML.HYPOFARMA|7898210000000
DICLOFENACO SODICO 25MG/ML INJ AMPOLA 3ML NOVAFARMA|7898210000000
DICLOFENACO POTASSICO 75MG AMPOLA 3ML TEUTO|7896110000000
DICLOFENACO DIETILAMICO 60GR GEL PHARLAB|7898220000000
DICLOFENACO SODICO 50MG COMPRIMIDO PRATI, DONADUZZI|7899550000000
DICLOFENACO 50MG|1000100000000
DICLOFENACO DE POTASSIO 50MG COMP REV|7899100000000
DICLOFENACO, POTASSICO 50MG - COMPRIMIDO|7899100000000
ACETAZOLAMIDA 250MG COMP|7896010000000
DICLOFENACO POTASSICO 50MG CP (ITEM: )|7899100000000
DICLOFENACO POTASSICO 25 MG/ML - AMPOLA DE 3 ML - COM LAUDO DE QUALIDADE, CARIMBO DE PROIBIDO A VENDA AO COMERCIO E VALI|7896110000000
ACETAZOLAMIDA 250MG CP|7896010000000
DICLOFENACO POTASSICO 25MG/ML 3ML TEUTO|7896110000000
DIAMOX 250MG|7896010000000
ALGINAC 1+50+50+50MG CX 15 COMP|7891720000000
DICLOFENACO SODICO 50MG GENERICO PRATI, DONADUZZI|7899550000000
DICLOFENACO SODICO 25MG/ML 3ML GENERICO  NOVAFARMA|7898210000000
DICLOFENACO DE SODIO 50 MG GENERICO PRATI, DONADUZZI.|7899550000000
ALGINAC RETARD C/10COMP-REFERENCIA|7891720000000
TORSILAX 30 CP PARACETAMOL+ASSOC NEO.|7896710000000
ACECLOFENACO 100MG CX 12 COMP REV GEN|7898050000000
FLUMAX 50ML|7898600000000
DICLOFENACO  POTASSICO 75 MG/3 ML GENERICO TEUTO|7896110000000
REPARIL GEL 30G P.M.C. 19.95|7896640000000
DICLOFENACO POTASSICO 75MG/ML 3ML|7896110000000
POLTAX 50MG CP|7899100000000
DICLOFENACO SODIO 25MGML 3ML -|7898170000000
DICLOFENACO POTASSICO 75MG INJ 3ML (GENERICO) C/100 AMP|7896110000000
DICLOFENACO SODICO OU POTASSICO 50MG|7899100000000
TORSILAX CPR C/30|7896710000000
DICLOFENACO POTASSICO 50 MG POLTAX GEOLAB|7899100000000
DICLOF DIETILAMON 60G GMD-GENERICO|7896000000000
FLODIN DUO 150MG C/10 COMP DL-REFERENCIA|7892950000000
ALGINAC 1MG CX 30 COMP REV|7891720000000
DICLOFENACO SODICO 75MG AMPOLA 3ML FARMACE|7898170000000
DICLOFENACO DE SODIO 75MG INJ (AMPOLA 3ML)|1000100000000
DICLOFENACO DE SODIO 75MG INJ|1000100000000
DICLOFENACO POTASSICO 25 MG/ML SOL. INJ. X 3ML|7896110000000
DICLOFENACO POTASSICO 50MG POLTAX 50MG CP GEOLAB (|7899100000000
STILL SOL OFT 5ML-SIMILAR|7897320000000
DICLOF POTAS 50MG C/20 COMP MED-GENERICO|7896420000000
FENAFLAN D 50 MG 20 CP DICL POTASSICO TEU.|7896110000000
POLTAX 50 MG 20 CP DICL POTASSICO GEO.|7899100000000
DICLOFENACO SODICO G. NEO 50 MG 20 CP|7896710000000
NEBLOK 5MG|1000070000000
DICLOFENACO POTASSICO 50MG CP ORAL/AD/PD GENERICO EMS|7896000000000
DICLOFENACO SODICO 25MG/ML|7898210000000
DICLOFENACO DE POTASSICO 50MG CPR BENEVRAN|7896000000000
DICLOFENACO DE POTASSICO 50MG CPR (BENEVRAN)|7896000000000
DICLOFENACO SOD 75MG/3ML SOL INJ AMP 3ML|7898210000000
MAXILERG 0,1% COL 5ML-REFERENCIA|7896180000000
DICLOFENACO (NISULID D) DISPER C/20|7896110000000
ACETAZOLAMIDA 250MG|7896010000000
DICLOFENACO SODICO 25MG/ML 3ML DFLAM UNIAO QUIMICA|8902340000000
DICLOFENACO POTASSICO INJ CX C/100 AMP|7896110000000
ALGINAC 1MG C/30 COMP/MERCK|7891720000000
DFLAM 25MG/ML INJ CX 10 AMP X 3 ML IM|8902340000000
DICLOFENACO SODICO 50MG CX 25 BL X 20 COMP GEN|7899550000000
DICLOFENACODIETILAMONIO 11,6MG/G|7896010000000
VOLTAREN INJ 75 MG 5X3 ML|7896260000000
DICLOFENACO DE SODIO 25MG/ML SOL.INJ. 3ML FABRICANTE: FARMACE|7898170000000
DICLOFENACO DE POTASSIO 50MG COMP/TEUTO|7896110000000
NEOCOFLAN 11,6 MG AER FR 85 ML DIETILAMONIO NEO.|7896710000000
DICLOFENACO POTASSIO 50MG -|7899100000000
ATENOLOL  25MG|7898150000000
CIANOCOBALAMINA 5000MCG+CLOR.PIRIDOXIMA 50MG+TIAMINA 50MG+DICLOFENACO SODICO 100MG|7891720000000
DICLOFENACO DE POTASSIO 75MG/3ML GENERICO TEUTO|7896110000000
ACETAZOLAMIDA 250MG CX C/ 25CP|7896010000000
DICLOFENACO POTASSICO 50MG (ITEM: )|7899100000000
DICLOFENACO POTASSICO 25MG/ML SOL. INJ IM|7896110000000
DICLOF.POTASSICO 50MG CX 20 COMP|7896420000000
DICLOFENACO POTASSICO 25MG/ML 3ML GENERICO TEUTO|7896110000000
ACECLOFENACO G. VIT 100 MG 12 CP|7898050000000
DICLOFENACO POTASSIO 50MG C500 -|7899100000000
DICLOFENACO SODICO 50MG CRISTALIA|7899550000000
DICLOFENACO DE POTASSIO 75 MG/3 ML GENERICO TEUTO|7896110000000
DICLOFENACO DE SODIO 25MG/ML SOL. INJETAVEL 3ML|1000100000000
DICLOFENACO - POTASSIO - 25MG/ML - 3ML|7896110000000
DICLOFENACO SODICO 25MG 3ML CX C 50 AMP (G)|7898210000000
DICLOFENACO SODICO 25MG/ML 3ML - CX/100-DICLOFENACO SODICO-.|38614
ALGINAC 1+50+50+50 MG CPR C/15|7891720000000
MAXILERG OFTAL.5 ML|7896180000000
CATAFLAM EMULGEL 60 G|7896260000000
NEOCOFLAN AEROSOL 85 ML SIM (-) NEO QUIMICA|7896710000000
DICLOFENACO DE POTASSICO 50 MG COMPRIMIDO|7899100000000
DICLOFENACO DE SODICO 50MG COMPRIMIDO PRATI, DONADUZZI|7899550000000
DICLOFENACO SODICO 50 MG (GENERICO C/500 CP|7899550000000
DICLOAIR AEROSSOL 11,6 MG/ 60 GR SIM (-) LEGRAND|7896000000000
DICLOFENACO SODICO 50MG DICLONATRIUM PRATI, DONADUZZI|7899550000000
DICLOFENACO POTASSICO 25MG/ML 3ML AP|7896110000000
DICLOFENACO POTASSICO 50MG BLISTER C 20 COMP|7899100000000
DICLOFENACO POTASSICO 50MG C/20 COMP /EMS GEN|7896000000000
ACETAZOLAMIDA DIAMOX 250MG COMP/UNIAO QUIMICA|7896010000000
DICLOFENACO POTASSICO 50MG COMPRIMIDO GEOLAB|7899100000000
ALGINAC 1000MG 30CPR P.M.C. 53.65|7891720000000
DICLOFENACO POTASSICO 50 MG DRAGEA - GEOLAB|7899100000000
ACETAZOLAMIDA 250MG - UNIAO QUIM|7896010000000
DICLOFENACO DIETILAMONIO 11,6MG/G 60G PHARLAB|7898220000000
DICLOFENACO DE POTASSICO 25MG/3ML SOL. INJ IM TEUTO|7896110000000
DICLOFENACO POTASSICO 25ML/ML 3ML GENERICO TEUTO|7896110000000
DICLOFENACO SODICO 75MG/3ML INJ AMP 3ML|7890000000000
DICLOF DIETILAMON GEL CR 60G EMS-GENERICO|7896000000000
DICLOFENACO SODIO 75MG3ML SOL INJ 3ML -|7898170000000
DICLOFENACO POTASSICO 50MG C20 -|7896110000000
DICLOFENACO SODICO (DICLOFARMA) 25MG ML 3ML CX 100 FARMACE|7898170000000
DICLOFENACO DE POTASSIO 50MG  FABRICANTE: GEOLAB|7899100000000
STILL COL 5ML|7897320000000
DIAMOX 250MG CX C/25CP|7896010000000
DICLOFENACO DE POTASSICO 75MG/3ML GENERICO TEUTO|7896110000000
DICLOFENACO  DIETILAMONIO 11,6 MG/G CATAFLAMPRO NOVARTIS|7896260000000
DICLOFENACO SODICO 100MG DES LENTA CX 20|7896000000000
ALGINAC RETARD 1MG CPR 1X10-REFERENCIA|7891720000000
DICLOFENACO SODIO 25MGML SOL INJ 3ML -|7898170000000
RESODIC 50MG CX 20 COMP|7896200000000
DICLOF.DE SODIO 100MG CPR C/10(GENER)|7894920000000
DICLOFENACO SODICO 75MG INJ 3ML (GENERICO) C/100 - TEUTO|7896110000000
DICLOFENACO SODICO OU POTASSICO  25MG/ML - 3 ML|7896110000000
ALGINAC 1000MG 15CPR MERCK|7891720000000
SODIX 50MG 20CPR|7899100000000
DICLOF POTAS 50MG C 20 COMP EMS|7896000000000
DICLOFENACO POTASSIOCO 50MG  FABRICANTE: GEOLAB|7899100000000
DICLOFENACO SAL POTASSICO 25MG/ML SOLUCAO INJETAVEL - AMPOLA 3ML - ITEM 23 FABRICANTE: TEUTO|7896110000000
FENAFLAN D 50MG CX 20 COMP DISP|7896110000000
DICLOFENACO SODICO 50MG CX 20 COMP REV GEN|7899550000000
DICLOFENACO DIETILAMONIO PHARLAB GEN GEL 60GRS|7898220000000
DICLOFENACO SODICO COLIRIO 0,1% C 5ML|7897320000000
DICLOFENACO POTASSICO 50 MG CP RV  POLTAX CX C  500 CP CX C  500 CP POLTAX GEOLAB|7899100000000
DICLOFENACO DE POTASSIO 50MG (COMPRIMIDO)|7899100000000
CATAFLAM 50MG 20DRG|7896260000000
BIOFENAC DI 50MG C/20 COMP-SIMILAR|7896660000000
DICLOFENACO DE POTASSIO 75MG - INJ|7896110000000
DICLOFENACO RESINATO G. TEU GTS 20 ML|7896110000000
DICLAC SR 75 MG 20 CP DICLOFENACO DE SODICO SAN.|7897600000000
DICLOFENACO DE POTASSIO 50MG GEOLAB|7899100000000
DICLOFENACO DE POTASSICO 50MG COMPRIMIDO OU DRAGEA|7899100000000
DICLOFENACO POTASSICO  INJETAVEL - TEUTO|7896110000000
DICLOFENACO, POT 50MG COMP (POLTAX) GEOLAB|7899100000000
BIOFENAC AER.60G|7896660000000
DICLOFENACO POTASSICO 50MG (GEOLAB)|7899100000000
DICLOFENACO SODICO 75MG/3ML (ITEM GENERICO)|7898210000000
DICLOFENACO POTASSICO 50MG|7899100000000
DICLOF. SODICO SOL 75MG AMP 3ML (100)|7898170000000
DICLOFENACO SODICO 75MG/3ML (MEIZLER/CLARIS)|8902340000000
ACETAZOLAMIDA 250MG (UNIAO QUIMICA)|7896010000000
DICLOFENACO SODICO 25MG/ML SOL INJ IM C/50 AMP 3ML- NOVAFARMA GENERICO|7898210000000
(+)DICLOFENACO POT 50MG DRG C/500 - GEOLAB|7899100000000
DIAMOX 250 MG C/25 CP ACETAZOLAMIDA|7896010000000
DICLOFENACO POTASSICO 50MG COMPRIMIDO  GEOLAB|7899100000000
DICLOFENACO DIETILAMONIO GEL 60GR G  TEUTO|7896110000000
DICLOFENACO DIETILAMONIO GEL 60GR  SOBRAL|7897730000000
DIAMOX 250 MG CP (E) ACETAZOLAMIDA|7896010000000
DICLOFENACO SODICO 25MG/ML CX 100 AMP 3ML GENERICO - TEUTO|7896110000000
DICLOFENACO POTASSICO 25MG/ML SOL INJ X 3ML|7896110000000
DICLOFENACO SODIO 25MG SOL INJ X3ML|7898210000000
00000015115 - DICLOFENACO POTASSICO 75MG/3ML - IM|7896110000000
DICLOFENACO DE POTASSIO 75MG/ML|7896110000000
TORSILAX 10CPR|7896710000000
DICLOFENACO POTASSICO DISP G. TEU 50 MG 20 CP|7896110000000
CATAFLAM 50MG 10DRGS|7896260000000
BIOFLADEX AEROSOL 60 GR SIM (-) EMS|7896000000000
DICLOFENACO BG GEL 60G|1000100000000
ALGINAC 1.000 CX 30 COMP|7891720000000
DICLOF POTASSIO 50MG CX 20 COM|7896420000000
DICLOFENACO DE SODIO 50MG CX 20 COMP|7896180000000
BIOFENAC SOL AER BG 60G|7896660000000
DIAMOX 250MG C25|7896010000000
GENTAMICINA 40MG INJ 1ML IM IV GENERICO SANTISA|7898400000000
HYTAMICINA (SULF. DE GENTAMICINA) 40MG/ML INJ CX C/100 AMP 2ML|7898120000000
GENTAMICINA 40MG/ML IV/IM CX 100AMP 2ML   HYTAMICINA|7898120000000
GENTAMICINA 80MG IV/IM HYTAMICINA CX 100AMP 2ML|7898120000000
HYTAMICINA|7898120000000
GENTAMICINA 80MG, SULFATO (HYPOFARMA)|7898120000000
GENTAMICINA 40MG/ML 2ML IV/IM CX 100AMP   HYTAMICINA|7898120000000
SULFATO GENTAMICINA 40MGML SOL INJ 2ML C100 -|7898120000000
GENTAMICINA 40MG/ 1ML GENERICO SANTISA|7898400000000
GENTAMICINA 80MG/2ML GENERICO SANTISA|7898400000000
GENTAMICINA 80MG/2ML GENERICO HIPOLABOR|7898120000000
GENTAMICINA 80 MG - 2 ML GENERICO HIPOLABOR|7898120000000
GENTAMICINA 40 MG/ML - 2ML GENERICO HIPOLABOR|7898120000000
SULFATO DE GENTAMICINA 40MG/ML SOL INJ AMP VD AMB X 2ML HYTAMICINA HYPOFARMA|7898120000000
GENTAMICINA 80MG 2ML SANTISA|7898400000000
GENTAMICINA (SULFATO) 80MG/2ML SOL INJ 2ML|7898120000000
GENTAMICINA 80MG/2ML GENERICO|7898400000000
GENTAMICINA 80MG/2ML HYPOFARMA|7898120000000
GENTAMICINA 40MG 1ML GETAMICIN NOVAFARMA|7898400000000
GENTAMICINA SULFATO 80 MG/2ML (HYTAMICINA) 40MG/ML   2ML HYPOFARMA|7898120000000
SULFATO DE GENTAMICINA 40MG/ML 2ML (HYTAMICINA) 80MG/2ML  HYPOFARMA|7898120000000
HYTAMICINA 80MG/2ML INJ CX 100 AMP X 2ML IM/IV|7898120000000
GENTAMICINA 40MG 1ML SANTISA|7898400000000
GENTAMICINA 80MG2ML INJ -|7898120000000
HYTAMICINA 80MG/2ML INJ CX 100|7898120000000
GENTAMICINA 80MG/2ML (SULFATO) IV/IM SANTISA|7898400000000
GENTAMICINA 40MG/ML - 2ML GENERICO HIPOLABOR|7898120000000
GENTAMICINA 80MG 2ML GENERICO SANTISA|7898400000000
GENTAMICINA 40MG/ML AMP 2ML GENERICO SANTISA|7898400000000
GENTAMICINA 40MG 2ML SANTISA|7898400000000
GENTAMICINA 80MG/ 2ML ( HYTAMICINA ) C/100 AMP - HYPOFARMA|7898120000000
GENTAMICINA 40MG HYPOFARMA|7898400000000
SULFATO DE GENTAMICINA 40 MG/ML 2ML CX C/ 100 AMPOLAS HYTAMICINA HYPOFARMA|7898120000000
GENTAMICINA 80MG, SULFATO (SANTISA)|7898400000000
GENTAMICINA 80MG IM/IV INJ 2ML C/100 AMP SULFATO DE GENTAMICINA|7898400000000
GENTAMICINA 80MG IM/IV INJ 2ML AMP SULF DE GENTAMICINA|7898400000000
HYTAMICINA (GENTAMICINA) - 40MG/ML - 2ML - CAIXA C/100AP - HYPOFARMA|7898120000000
GENTAMICINA 40MG/ML|7898120000000
GENTAMICINA 80MG/2ML GN|7898400000000
VERTIZINE D CX C/20|1000030000000
ETILEFRIL INJ 10MG/ML C/6 AMP 1ML (ETILEFRINA).|7896010000000
ETILEFRINA 10MG/ML 1ML C/6 AMP ETILEFRIL (UNIAO QUIMICA)|7896010000000
ETILEFRINA 10MG  C/6 X01ML UNIAO QUIMICA|7896010000000
MALEATO ENALAPRIL 10MG 30CP GEN-NEOQUIMICA|7896710000000
ETILEFRINA(ETILEFRIL)10MG/ML 6AMP 1ML-U.QUIMICA|7896010000000
